TABLEID,SCHEMANAME,TABLE DESCRIPTION,TABLE NAME,COLUMNNAME,DATATYPE,PRIMARYKEY,FOREIGNKEY,DESCRIPTION
4,ATHENAONE,Appointment Eligibility Info,APPOINTMENTELIGIBILITYINFO,BADDEBTAMOUNT,"NUMBER(12,2)",,,
4,ATHENAONE,Appointment Eligibility Info,APPOINTMENTELIGIBILITYINFO,BADDEBTCHOICEID,"NUMBER(12,0)",,,
5,ATHENAONE,Appointment Note,APPOINTMENTNOTE,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
5,ATHENAONE,Appointment Note,APPOINTMENTNOTE,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
5,ATHENAONE,Appointment Note,APPOINTMENTNOTE,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from 
5,ATHENAONE,Appointment Note,APPOINTMENTNOTE,APPOINTMENTNOTEID,"NUMBER(12,0)",Primary Key,,The athena-assigned ID for the Appointment Note; Primary key of this table.
5,ATHENAONE,Appointment Note,APPOINTMENTNOTE,APPOINTMENTID,"NUMBER(12,0)",,APPOINTMENT.APPOINTMENTID,The appointment ID associated with the note.
5,ATHENAONE,Appointment Note,APPOINTMENTNOTE,CREATEDBY,VARCHAR(16777216),,,The username who created the note.
5,ATHENAONE,Appointment Note,APPOINTMENTNOTE,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the appointment note was added to the appointment."
5,ATHENAONE,Appointment Note,APPOINTMENTNOTE,DELETEDBY,VARCHAR(16777216),,,The username who deleted the note.
5,ATHENAONE,Appointment Note,APPOINTMENTNOTE,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the appointment note was deleted."
5,ATHENAONE,Appointment Note,APPOINTMENTNOTE,TYPE,VARCHAR(16777216),,,The type of appointment note (practice- specific).
5,ATHENAONE,Appointment Note,APPOINTMENTNOTE,NOTE,VARCHAR(16777216),,,The content of the note.
5,ATHENAONE,Appointment Note,APPOINTMENTNOTE,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
6,ATHENAONE,Appointment Ticklers,APPOINTMENTTICKLER,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
6,ATHENAONE,Appointment Ticklers,APPOINTMENTTICKLER,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
6,ATHENAONE,Appointment Ticklers,APPOINTMENTTICKLER,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from 
6,ATHENAONE,Appointment Ticklers,APPOINTMENTTICKLER,APPOINTMENTTICKLERID,"NUMBER(12,0)",Primary Key,,The athena-assigned ID for the Appointment tickler; Primary key of this table
6,ATHENAONE,Appointment Ticklers,APPOINTMENTTICKLER,PROVIDERID,"NUMBER(12,0)",,PROVIDER.PROVIDERID,The provider the patient was checked in to see
6,ATHENAONE,Appointment Ticklers,APPOINTMENTTICKLER,APPOINTMENTTYPEID,"NUMBER(12,0)",,APPOINTMENTTYPE.APPOINTMENTTYPEID,The type of appointment
6,ATHENAONE,Appointment Ticklers,APPOINTMENTTICKLER,PATIENTID,"NUMBER(12,0)",,PATIENT.PATIENTID,The ID of the patient on the appointment tickler
6,ATHENAONE,Appointment Ticklers,APPOINTMENTTICKLER,DEPARTMENTID,"NUMBER(12,0)",,DEPARTMENT.DEPARTMENTID,The department where the appointment is scheduled to take place
6,ATHENAONE,Appointment Ticklers,APPOINTMENTTICKLER,NOTES,VARCHAR(16777216),,,Used by Patient Cycle to give notes to the patient about the tickler; includes the reason for the appointment and any notes about the appointment
6,ATHENAONE,Appointment Ticklers,APPOINTMENTTICKLER,STATUS,VARCHAR(16777216),,,The status of the appointment tickler
6,ATHENAONE,Appointment Ticklers,APPOINTMENTTICKLER,PATIENTINSTRUCTIONS,VARCHAR(16777216),,,Instructions for the patient
6,ATHENAONE,Appointment Ticklers,APPOINTMENTTICKLER,STAFFINSTRUCTIONS,VARCHAR(16777216),,,Used by Clinicals for use when staff actually schedules the encounter
6,ATHENAONE,Appointment Ticklers,APPOINTMENTTICKLER,APPOINTMENTDATE,DATE,,,The date of appointment
6,ATHENAONE,Appointment Ticklers,APPOINTMENTTICKLER,REMINDERGENERATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the appointment tickler was soft deleted"
6,ATHENAONE,Appointment Ticklers,APPOINTMENTTICKLER,REMINDERGENERATEDBY,VARCHAR(16777216),,,The user who soft deleted the appointment tickler
6,ATHENAONE,Appointment Ticklers,APPOINTMENTTICKLER,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the appointment tickler was created"
6,ATHENAONE,Appointment Ticklers,APPOINTMENTTICKLER,CREATEDBY,VARCHAR(16777216),,,The user who created the appointment tickler
6,ATHENAONE,Appointment Ticklers,APPOINTMENTTICKLER,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the appointment tickler was deleted"
6,ATHENAONE,Appointment Ticklers,APPOINTMENTTICKLER,DELETEDBY,VARCHAR(16777216),,,The user who deleted the appointment tickler.
6,ATHENAONE,Appointment Ticklers,APPOINTMENTTICKLER,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
6,ATHENAONE,Appointment Ticklers,APPOINTMENTTICKLER,SOURCECLINICALENCOUNTERID,"NUMBER(12,0)",,CLINICALENCOUNTER.CLINICALENCOUNTERID,
7,ATHENAONE,Appointment Type,APPOINTMENTTYPE,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
7,ATHENAONE,Appointment Type,APPOINTMENTTYPE,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
7,ATHENAONE,Appointment Type,APPOINTMENTTYPE,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from 
7,ATHENAONE,Appointment Type,APPOINTMENTTYPE,APPOINTMENTTYPEID,"NUMBER(12,0)",Primary Key,,The athena-assigned ID for the Appointment Type; the primary key for this table
7,ATHENAONE,Appointment Type,APPOINTMENTTYPE,APPOINTMENTTYPENAME,VARCHAR(16777216),,,Name for the appointment type
7,ATHENAONE,Appointment Type,APPOINTMENTTYPE,APPOINTMENTTYPESHORTNAME,VARCHAR(16777216),,,A unique short name that is four characters or fewer
7,ATHENAONE,Appointment Type,APPOINTMENTTYPE,DURATION,"NUMBER(12,0)",,,
7,ATHENAONE,Appointment Type,APPOINTMENTTYPE,PATIENTYN,VARCHAR(16777216),,,"If 'Yes' is selected, this appointment type is reserved for time with patients. If 'No' is selected, the appointment type cannot be searched for or scheduled for a patient visit"
7,ATHENAONE,Appointment Type,APPOINTMENTTYPE,APPOINTMENTTYPECLASS,VARCHAR(16777216),,,The class for the appointment type
7,ATHENAONE,Appointment Type,APPOINTMENTTYPE,GENERICYN,VARCHAR(16777216),,,"If ""Yes,"" any appointment type can be booked into the appointment slot."
7,ATHENAONE,Appointment Type,APPOINTMENTTYPE,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was added"
7,ATHENAONE,Appointment Type,APPOINTMENTTYPE,CREATEDBY,VARCHAR(16777216),,,The username who created the entry
7,ATHENAONE,Appointment Type,APPOINTMENTTYPE,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern, the entry was deleted"
7,ATHENAONE,Appointment Type,APPOINTMENTTYPE,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry
7,ATHENAONE,Appointment Type,APPOINTMENTTYPE,CANONICALAPPOINTMENTTYPEID,"NUMBER(12,0)",,CANONICALAPPOINTMENTTYPE.CANONICALAPPOINTMENTTYPEID,New field in New Schedule Admin. The canonical appointment type that created this specific appointment type.
7,ATHENAONE,Appointment Type,APPOINTMENTTYPE,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
7,ATHENAONE,Appointment Type,APPOINTMENTTYPE,WEBSCHEDULABLEYN,VARCHAR(16777216),,,"If this flag is set, appointments of this type can be filled initially by the patient via the portal. R here means ""reschedule only""."
7,ATHENAONE,Appointment Type,APPOINTMENTTYPE,REQUIRECANCELREASONYN,VARCHAR(16777216),,,"If set, portal users must specify a reason before they can cancel an appointment of this type"
7,ATHENAONE,Appointment Type,APPOINTMENTTYPE,HIDEINPORTALYN,VARCHAR(16777216),,,Flag to specify if an appointment type will show up in the Patient Portal
7,ATHENAONE,Appointment Type,APPOINTMENTTYPE,COMMUNICATORDISPLAYNAME,VARCHAR(16777216),,,The name that will be displayed in the athenaCommunicator Patient Portal. This will be the name of the appointment type that is visible to patients
7,ATHENAONE,Appointment Type,APPOINTMENTTYPE,BILLINGSLIPREQUIREDFLAG,VARCHAR(16777216),,,
8,ATHENAONE,Capitation Payments,CAPPAYMENT,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
8,ATHENAONE,Capitation Payments,CAPPAYMENT,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
8,ATHENAONE,Capitation Payments,CAPPAYMENT,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from 
8,ATHENAONE,Capitation Payments,CAPPAYMENT,CAPPAYMENTID,"NUMBER(12,0)",Primary Key,,"The athena-assigned ID for the capitation payment; the Primary Key for this table. Capitation payments are defined in athena as a type of unpostable; capitation checks are recorded as remittance records/unpostable records, with an unpostable type of 'Capitation Payment'"
8,ATHENAONE,Capitation Payments,CAPPAYMENT,PROVIDERID,"NUMBER(12,0)",,PROVIDER.PROVIDERID,The provider covered under the capitation check
8,ATHENAONE,Capitation Payments,CAPPAYMENT,DEPARTMENTID,"NUMBER(12,0)",,DEPARTMENT.DEPARTMENTID,The department covered under the capitation check
8,ATHENAONE,Capitation Payments,CAPPAYMENT,PAYMENTBATCHID,"NUMBER(12,0)",,PAYMENTBATCH.PAYMENTBATCHID,The system-assigned numeric ID of the payment batched used when this unpostable item was created
8,ATHENAONE,Capitation Payments,CAPPAYMENT,VOIDPAYMENTBATCHID,"NUMBER(12,0)",,PAYMENTBATCH.PAYMENTBATCHID,The voided payment batch associated with the capitation payment
8,ATHENAONE,Capitation Payments,CAPPAYMENT,FROMDATE,DATE,,,The start date of service range covered by the capitation check.
8,ATHENAONE,Capitation Payments,CAPPAYMENT,TODATE,DATE,,,The end date of service range covered by the capitation check
8,ATHENAONE,Capitation Payments,CAPPAYMENT,POSTDATE,DATE,,,"The date, in US/Eastern, that the post date of the payment batch to which the capitation payment belongs"
8,ATHENAONE,Capitation Payments,CAPPAYMENT,POSTEDBY,VARCHAR(16777216),,,The user who posted the payment batch to which the capitation payment belongs
8,ATHENAONE,Capitation Payments,CAPPAYMENT,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,"The date and time, in US/Eastern that the capitation payment was deleted"
8,ATHENAONE,Capitation Payments,CAPPAYMENT,VOIDEDDATE,DATE,,,"The date, in US/Eastern that the capitation payment was voided"
8,ATHENAONE,Capitation Payments,CAPPAYMENT,VOIDEDBY,VARCHAR(16777216),,,The user that voided the capitation payment
8,ATHENAONE,Capitation Payments,CAPPAYMENT,CHECKNUMBER,VARCHAR(16777216),,,The check number of the capitation payment
8,ATHENAONE,Capitation Payments,CAPPAYMENT,ALLPROVIDERSYN,VARCHAR(16777216),,,
8,ATHENAONE,Capitation Payments,CAPPAYMENT,ALLDEPARTMENTSYN,VARCHAR(16777216),,,
8,ATHENAONE,Capitation Payments,CAPPAYMENT,AMOUNT,"NUMBER(12,2)",,,The amount of the capitation payment
8,ATHENAONE,Capitation Payments,CAPPAYMENT,BUNDLEDADJUSTMENTS,"NUMBER(12,2)",,,
8,ATHENAONE,Capitation Payments,CAPPAYMENT,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
8,ATHENAONE,Capitation Payments,CAPPAYMENT,DELETEDBY,VARCHAR(16777216),,,The username who deleted the entry
9,ATHENAONE,Charge Diagnosis,CHARGEDIAGNOSIS,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
9,ATHENAONE,Charge Diagnosis,CHARGEDIAGNOSIS,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
9,ATHENAONE,Charge Diagnosis,CHARGEDIAGNOSIS,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from 
9,ATHENAONE,Charge Diagnosis,CHARGEDIAGNOSIS,CHARGEDIAGNOSISID,"NUMBER(12,0)",Primary Key,,The athena-assigned ID for the “insert table name”; the primary key for this table
9,ATHENAONE,Charge Diagnosis,CHARGEDIAGNOSIS,CHARGEID,"NUMBER(12,0)",,TRANSACTION.TRANSACTIONID,
9,ATHENAONE,Charge Diagnosis,CHARGEDIAGNOSIS,CLAIMDIAGNOSISID,"NUMBER(12,0)",,CLAIMDIAGNOSIS.CLAIMDIAGNOSISID,
9,ATHENAONE,Charge Diagnosis,CHARGEDIAGNOSIS,SEQUENCENUMBER,"NUMBER(12,0)",,,
9,ATHENAONE,Charge Diagnosis,CHARGEDIAGNOSIS,CREATEDDATETIME,TIMESTAMP_NTZ(9),,,Date and time when the entry was created
9,ATHENAONE,Charge Diagnosis,CHARGEDIAGNOSIS,CREATEDBY,VARCHAR(16777216),,,Username who created the entry
9,ATHENAONE,Charge Diagnosis,CHARGEDIAGNOSIS,DELETEDDATETIME,TIMESTAMP_NTZ(9),,,Date and time when the entry was deleted
9,ATHENAONE,Charge Diagnosis,CHARGEDIAGNOSIS,DELETEDBY,VARCHAR(16777216),,,Username who deleted the entry
9,ATHENAONE,Charge Diagnosis,CHARGEDIAGNOSIS,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
10,ATHENAONE,Charge Extra Fields,CHARGEEXTRAFIELDS,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
10,ATHENAONE,Charge Extra Fields,CHARGEEXTRAFIELDS,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
10,ATHENAONE,Charge Extra Fields,CHARGEEXTRAFIELDS,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from 
10,ATHENAONE,Charge Extra Fields,CHARGEEXTRAFIELDS,TRANSACTIONEXTENSIONID,"NUMBER(12,0)",Primary Key,,The athena-assigned ID for the transaction extension
10,ATHENAONE,Charge Extra Fields,CHARGEEXTRAFIELDS,TRANSACTIONID,"NUMBER(12,0)",,TRANSACTION.TRANSACTIONID,
10,ATHENAONE,Charge Extra Fields,CHARGEEXTRAFIELDS,FOREIGNCHARGEIDENTIFIER,VARCHAR(16777216),,,Client system identifier
10,ATHENAONE,Charge Extra Fields,CHARGEEXTRAFIELDS,AMBULANCETRIPREFERENCENUMBER,"NUMBER(12,0)",,,Used to associate charges with their relevant trips in the Ambulance service type add-on
10,ATHENAONE,Charge Extra Fields,CHARGEEXTRAFIELDS,ANESTHESIACASEID,"NUMBER(12,0)",,,The anesthesia case associated with the transaction
10,ATHENAONE,Charge Extra Fields,CHARGEEXTRAFIELDS,ANESTHESIASTARTTIME,VARCHAR(16777216),,,Start time for anesthesia service type add-on (military time)
10,ATHENAONE,Charge Extra Fields,CHARGEEXTRAFIELDS,ANESTHESIAENDTIME,VARCHAR(16777216),,,End time for anesthesia service type add-on (military time)
10,ATHENAONE,Charge Extra Fields,CHARGEEXTRAFIELDS,ANESTHESIANOTE,VARCHAR(16777216),,,Note containing the units calculation for anesthesia
10,ATHENAONE,Charge Extra Fields,CHARGEEXTRAFIELDS,ANESTHESIACPTCODE,VARCHAR(16777216),,,Stores the CPT code that generated the ASA code for anesthesia
10,ATHENAONE,Charge Extra Fields,CHARGEEXTRAFIELDS,SERVICEPROVIDERID,"NUMBER(12,0)",,,Line level provider
10,ATHENAONE,Charge Extra Fields,CHARGEEXTRAFIELDS,ORIGINALASACODE,VARCHAR(16777216),,,Original ASA code
10,ATHENAONE,Charge Extra Fields,CHARGEEXTRAFIELDS,ORIGINALBASEUNITS,"NUMBER(12,0)",,,Original base units
10,ATHENAONE,Charge Extra Fields,CHARGEEXTRAFIELDS,ORIGINALTIMEUNITS,"NUMBER(12,0)",,,Original time units
10,ATHENAONE,Charge Extra Fields,CHARGEEXTRAFIELDS,ORIGINALPUNITS,"NUMBER(12,0)",,,Original P-Mod units
10,ATHENAONE,Charge Extra Fields,CHARGEEXTRAFIELDS,ORIGINALUNITS,"NUMBER(12,0)",,,Original units
10,ATHENAONE,Charge Extra Fields,CHARGEEXTRAFIELDS,ORIGINALDIAGNOSIS1,VARCHAR(16777216),,,The diagnosis1 value that was carried over from the time sheet
10,ATHENAONE,Charge Extra Fields,CHARGEEXTRAFIELDS,ORIGINALDIAGNOSIS2,VARCHAR(16777216),,,The diagnosis2 value that was carried over from the time sheet
10,ATHENAONE,Charge Extra Fields,CHARGEEXTRAFIELDS,LASTUPDATED,TIMESTAMP_NTZ(9),,,Indicates when the row was last updated in US/Eastern time zone.
10,ATHENAONE,Charge Extra Fields,CHARGEEXTRAFIELDS,ISARCHIVED,BOOLEAN,,,Indicates that P4PProgram is Archived or Discontinued. 
11,ATHENAONE,Claim,CLAIM,CONTEXTID,"NUMBER(12,0)",Primary Key,,The ID of the tablespace this record comes from.
11,ATHENAONE,Claim,CLAIM,CONTEXTNAME,VARCHAR(16777216),,,The name of the tablespace this record comes from
11,ATHENAONE,Claim,CLAIM,CONTEXTPARENTCONTEXTID,"NUMBER(12,0)",,CONTEXTID,The Parent tablespace ID of the tablespace this record comes from 
11,ATHENAONE,Claim,CLAIM,CLAIMID,"NUMBER(12,0)",Primary Key,,"The ID of the claim, which may not be a real claim but a ghosted claim. This is a unique number generated by athenaNet."
11,ATHENAONE,Claim,CLAIM,ORIGINALCLAIMID,"NUMBER(12,0)",,CLAIM.CLAIMID,
11,ATHENAONE,Claim,CLAIM,PATIENTID,"NUMBER(12,0)",,PATIENT.PATIENTID,The ID of the patient on the claim
11,ATHENAONE,Claim,CLAIM,CLAIMPRIMARYPATIENTINSID,"NUMBER(12,0)",,PATIENTINSURANCE.PATIENTINSURANCEID,The primary insurance identified on the claim
11,ATHENAONE,Claim,CLAIM,CLAIMSECONDARYPATIENTINSID,"NUMBER(12,0)",,PATIENTINSURANCE.PATIENTINSURANCEID,The secondary insurance identified on the claim
11,ATHENAONE,Claim,CLAIM,CLAIMSCHEDULINGPROVIDERID,"NUMBER(38,0)",,PROVIDER.PROVIDERID,"The ID for the provider or resource which was scheduled with this patient. Principally recorded for reporting purposes, this provider does not generally appear on claims."
11,ATHENAONE,Claim,CLAIM,RENDERINGPROVIDERID,"NUMBER(12,0)",,PROVIDER.PROVIDERID,The ID for the provider who renders the service. This provider is not used as the billing provider on the claim.
11,ATHENAONE,Claim,CLAIM,SUPERVISINGPROVIDERID,"NUMBER(12,0)",,PROVIDER.PROVIDERID,The ID for the supervising provider; the claim is typically under this provider's credentials.
11,ATHENAONE,Claim,CLAIM,CLAIMAPPOINTMENTID,"NUMBER(12,0)",,APPOINTMENT.APPOINTMENTID,The ID of the appointment from which this claim was generated
11,ATHENAONE,Claim,CLAIM,PATIENTDEPARTMENTID,"NUMBER(12,0)",,DEPARTMENT.DEPARTMENTID,The patient department that is specified on the claim (in the Patient Department field)
11,ATHENAONE,Claim,CLAIM,SERVICEDEPARTMENTID,"NUMBER(12,0)",,DEPARTMENT.DEPARTMENTID,"For appointments, this is the department where the appointment is scheduled to take place. This department is set when scheduling an appointment and can be seen on appointment check in, under Edit Appointment Information, in the Dept field. For claims, this is the department where the service was performed. This department is set on Claim Entry and Edit in the Service Department field."
11,ATHENAONE,Claim,CLAIM,CLAIMREFERRINGPROVIDERID,"NUMBER(12,0)",,REFERRINGPROVIDER.REFERRINGPROVIDERID,The ID for the provider who referred this patient for services. This field to defaults to the referring provider from the primary insurance policy.
11,ATHENAONE,Claim,CLAIM,CLAIMREFERRALAUTHID,"NUMBER(12,0)",,REFERRALAUTH.REFERRALAUTHID,The ID for the authorization or referral used for the services.
11,ATHENAONE,Claim,CLAIM,PATIENTROUNDINGLISTID,"NUMBER(12,0)",,PATIENTROUNDINGLIST.PATIENTROUNDINGLISTID,"The ID for the patient rounding list. A patient rounding list is used to track patients in a hospital, nursing home, or other care facility on a given census date. Rounding lists are linked to claims if a patient had a claim created for a services performed between the patient's admit date."
11,ATHENAONE,Claim,CLAIM,PRIMARYCLAIMSTATUS,VARCHAR(16777216),,,"The current primary claim status of the claim; primary indicates that the patient's primary insurance is the responsible payer. Statuses can be DROP, CLOSED, HOLD, BILLED."
